# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,3.7324830363946444,0.7729961174208069,179.9934243437058,0,3.0,-0.019492002018065575,180.0,0.0,0.0
 0.08922646655281652,3.72054099297304,0.7729974879715525,179.9934243437058,0.2676793996584496,3.0000000000000004,-0.019492002018065575,180.0,-0.36210642274461474,0.0
 0.12588035147486698,3.7087142428517725,0.7730015849654929,179.980151736557,0.377641054424601,3.0,-0.019906257698635056,180.0,-0.48081607667882764,0.0
 0.15379896599475495,3.697001856246163,0.7730083864151827,179.96672801785724,0.46139689798426486,2.9999999999999982,-0.02032891062638317,180.0,-0.5810648613827671,0.0
 0.17716308807328177,3.6854029033715308,0.7730178703331767,179.95315194750034,0.5314892642198453,3.0000000000000013,-0.02076006887070593,180.0,-0.6719192834577803,0.0
 0.197596550259773,3.673916454443195,0.77303001473203,179.93942231022942,0.592789650779319,3.0,-0.021199838914155333,180.0,-0.7571451346879311,0.0
 0.2159343717962337,3.6625415796764758,0.7730447976242976,179.92553791787233,0.6478031153887011,2.9999999999999956,-0.021648322357939138,180.0,-0.8387510624420824,0.0
 0.232673910888745,3.6512773492866946,0.7730621970225341,179.91149761167367,0.6980217326662349,2.999999999999997,-0.02210561646959014,180.0,-0.9179608088860925,1.8376683675244203e-12
 0.248140090713504,3.640122833489169,0.7730821909392945,179.89730026473137,0.744420272140512,3.0000000000000036,-0.022571815206541147,180.00000000000003,-0.9955862294905976,-1.971112227230767e-12
 0.26255921360146556,3.6290771024992203,0.7731047573871337,179.8829447845428,0.7876776408043966,3.0,-0.02304700621031403,180.0,-1.072199309931491,0.0
 0.2760964997677647,3.6181392265321675,0.7731298743786065,179.86843011565693,0.828289499303294,3.0,-0.023531273131121192,180.0,-1.148221613061459,0.0
 0.28887702318558395,3.607308275803331,0.7731575199262679,179.85375524244236,0.8666310695567518,3.0000000000000044,-0.024024691153274286,180.0,-1.223974951009847,0.0
 0.3009982275106845,3.596583320528031,0.7731876720426727,179.83891919197237,0.9029946825320535,3.0,-0.024527332057278976,180.0,-1.2997120059896732,0.0
 0.3125378261930364,3.585963430921587,0.7732203087403758,179.8239210370206,0.9376134785791091,3.0,-0.025039257812621177,180.0,-1.3756357899144118,2.578824962999205e-12
 0.32355901213554766,3.575447677199318,0.7732554080319322,179.8087598991908,0.9706770364066429,2.999999999999995,-0.02556052377555029,180.00000000000003,-1.4519125242920081,-2.6927229047240757e-12
 0.3341140192551222,3.565035129576545,0.7732929479298964,179.79343495215986,1.0023420577653666,3.0000000000000053,-0.02609117584624939,180.0,-1.5286804495611885,0.0
 0.3442466320663681,3.5547248582685875,0.7733329064468238,179.77794542505237,1.0327398961991043,3.000000000000011,-0.026631251331520903,180.0,-1.6060560171120548,0.0
 0.35399400011230825,3.5445159334907657,0.7733752615952689,179.76229060595116,1.061982000336925,3.0000000000000058,-0.027180778396669932,180.0,-1.684138343950134,0.0
 0.36338797922608956,3.5344074254583986,0.7734199913877868,179.74646984552336,1.0901639376782688,2.9999999999999942,-0.027739773523451184,180.0,-1.7630124730060526,-3.1342300524903202e-12
 0.37245614236485514,3.524398404386807,0.7734670738369324,179.7304825608025,1.1173684270945656,3.0000000000000124,-0.028308241309006926,179.99999999999997,-1.8427518022933584,3.2421142286650158e-12
 0.38122255447307596,3.5144879404913096,0.7735164869552602,179.7143282390904,1.143667663419228,2.999999999999987,-0.028886174258096278,180.0,-1.9234199130858256,0.0
 0.38970837547241893,3.5046751039872275,0.7735682087553256,179.69800644200137,1.1691251264172569,2.9999999999999933,-0.02947355408633285,180.0,-2.0050719582921928,0.0
 0.39793233585040366,3.49495896508988,0.773622217249683,179.68151680966142,1.1937970075512112,3.0000000000000204,-0.030070344425048745,180.0,-2.087755729637103,0.0
 0.40591111632029114,3.485338594014587,0.7736784904508879,179.66485906501987,1.2177333489608737,3.000000000000007,-0.03067649651223217,180.0,-2.1715124694773955,3.668009343980143e-12
 0.4136596542232954,3.4758130609766686,0.7737370063714946,179.64803301834326,1.2409789626698866,3.000000000000007,-0.03129194533624575,180.00000000000003,-2.256377501946142,-3.7735918974606114e-12
 0.42119139326734256,3.466381436191444,0.7737977430240581,179.63103857181378,1.2635741798020281,3.0000000000000147,-0.03191660818871046,180.0,-2.34238070709637,-3.878987085057744e-12
 0.4285184889258683,3.457042789874234,0.7738606784211335,179.6138757243042,1.2855554667776052,2.999999999999985,-0.032550384204391686,179.99999999999997,-2.429546883715558,0.0
 0.4356519787701277,3.4477961922403573,0.7739257905752754,179.59654457628307,1.3069559363103833,2.999999999999992,-0.03319315334996069,179.99999999999997,-2.5178960162865796,8.178972704623128e-12
 0.4426019247980289,3.4386407135051353,0.773993057499039,179.57904533486598,1.3278057743940868,2.999999999999968,-0.03384477645015077,180.00000000000003,-2.607443464923711,-4.194709574222437e-12
 0.449377533198921,3.429575423883886,0.774062457204979,179.56137831902018,1.348132599596763,3.0,-0.034505091945539405,180.0,-2.6982000956982493,0.0
 0.4559872557863367,3.4205993935919303,0.7741339677056503,179.5435439649023,1.36796176735901,2.9999999999999916,-0.03517391523314093,180.0,-2.790172356507975,0.0
 0.46243887642256865,3.4117116928445888,0.7742075670136078,179.5255428313484,1.387316629267706,3.0,-0.035851037986282065,180.0,-2.8833623122059198,0.0
